Data_type,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: Property Price: Residential: Hebei: Handan,China,Handan,"Annual, ending ""Dec"" of each year",RMB/sq m,Handan Municipal Bureau of Statistics,Active,148355701 (CRKALBH),SR1953427,,,,2005,2020,19/07/2022,,,4033.231,3114435.452,1764.776,0.285,-1.012,0.438,1518.000,6921.197,3880.587,16,,,,,,,1518.000,1629.000,2113.000,2469.000,2848.000,3154.639,3351.123,3710.333,4050.841,4209.000,4501.275,5305.223,5581.473,6358.000,6811.594,6921.197,,
CN: Property Price: Residential: Hebei: Xingtai,China,Xingtai,"Annual, ending ""Dec"" of each year",RMB/sq m,Xingtai Municipal Bureau of Statistics,Active,148355801 (CRKALBI),SR1953870,,,,2005,2020,19/07/2022,,,3224.874,1742257.272,1319.946,0.405,-1.033,0.409,1543.000,5700.532,3054.772,16,,,,,,,1736.000,1543.000,1751.000,1958.000,2028.000,2360.716,2625.277,2966.100,3143.444,3575.000,4001.444,3923.034,4363.339,4842.000,5081.105,5700.532,,
CN: Property Price: Residential: Hebei: Baoding,China,Baoding,"Annual, ending ""Dec"" of each year",RMB/sq m,Baoding Municipal Bureau of Statistics,Active,148355901 (CRKALBJ),SR1955575,,,,2005,2020,19/07/2022,,,3886.286,4049203.169,2012.263,0.582,-0.976,0.518,1298.000,7189.000,3526.916,16,,,,,,,1298.000,1568.000,1936.000,2179.000,2384.000,2616.464,2981.694,3157.896,3896.456,4044.000,3895.936,4840.882,6120.190,7189.000,6886.228,7186.825,,
CN: Property Price: Residential: Hebei: Zhangjiakou,China,Zhangjiakou,"Annual, ending ""Dec"" of each year",RMB/sq m,Zhangjiakou Municipal Bureau of Statistics,Active,148356001 (CRKALBK),SR1954110,,,,2005,2020,19/07/2022,,,3741.544,3972591.858,1993.136,0.503,-1.164,0.533,1355.000,6932.487,3293.881,16,,,,,,,1355.000,1508.000,1605.000,1716.000,2175.000,2597.010,2840.268,3124.371,3463.390,3953.000,4371.168,4553.781,6295.009,6830.000,6545.219,6932.487,,
CN: Property Price: Residential: Hebei: Chengde,China,Chengde,"Annual, ending ""Dec"" of each year",RMB/sq m,Chengde Municipal Bureau of Statistics,Active,148356101 (CRKALBL),SR1955601,,,,2005,2020,19/07/2022,,,3890.084,2552176.630,1597.553,0.327,-1.024,0.411,1569.000,6638.012,3635.705,16,,,,,,,1569.000,1838.000,2329.000,2339.000,2803.000,2987.871,3372.014,3437.090,3834.320,4198.000,4321.001,4740.550,5686.809,6229.000,5918.685,6638.012,,
CN: Property Price: Residential: Hebei: Cangzhou,China,Cangzhou,"Annual, ending ""Dec"" of each year",RMB/sq m,Cangzhou Municipal Bureau of Statistics,Active,148356201 (CRKALBM),SR1955287,,,,2005,2020,19/07/2022,,,3949.279,3715846.072,1927.653,0.708,-0.137,0.488,1485.000,7949.575,3658.110,16,,,,,,,1485.000,1635.000,2033.000,2083.000,2667.000,2865.607,3264.884,3403.220,4099.816,3913.000,4542.720,4931.816,5632.362,5354.000,7328.472,7949.575,,
CN: Property Price: Residential: Hebei: Langfang,China,Langfang,"Annual, ending ""Dec"" of each year",RMB/sq m,Langfang Municipal Bureau of Statistics,Active,148356301 (CRKALBN),SR1954986,,,,2005,2020,19/07/2022,,,6949.280,12554167.457,3543.186,0.302,-1.373,0.510,2057.000,12497.200,6052.230,16,,,,,,,2057.000,2583.000,3336.000,3904.000,4142.000,4869.149,5070.481,5581.076,6523.385,7819.000,8297.164,10654.557,12312.607,10510.000,11031.860,12497.200,,
CN: Property Price: Residential: Hebei: Hengshui,China,Hengshui,"Annual, ending ""Dec"" of each year",RMB/sq m,Hengshui Municipal Bureau of Statistics,Active,148356401 (CRKALBO),SR1954494,,,,2005,2020,19/07/2022,,,3083.036,2287134.812,1512.328,0.747,-0.725,0.491,1419.000,5913.321,2666.912,16,,,,,,,1426.000,1419.000,1642.000,1805.000,1787.000,2085.702,2368.208,2615.459,2718.364,3061.000,3423.903,3699.342,4570.523,5154.000,5639.746,5913.321,,
CN: Property Price: Residential: Shanxi: Taiyuan,China,Taiyuan,"Annual, ending ""Dec"" of each year",RMB/sq m,Taiyuan Municipal Bureau of Statistics,Active,148356501 (CRKALBP),SR1955035,,,,1999,2020,14/12/2021,,,5433.391,10309340.485,3210.816,0.371,-1.077,0.591,1302.000,11100.378,5445.986,22,1302.000,1367.000,1975.000,1899.000,2204.000,2333.000,2902.660,3156.261,3560.537,3743.000,4499.000,7087.898,6517.466,6392.972,6923.309,7615.218,7280.457,7311.605,8761.649,10822.302,11100.378,10779.890,,
CN: Property Price: Residential: Shanxi: Datong,China,Datong,"Annual, ending ""Dec"" of each year",RMB/sq m,Datong Municipal Bureau of Statistics,Active,148356601 (CRKALBQ),SR1954201,,,,2005,2020,14/12/2021,,,3711.976,1903597.516,1379.709,0.177,-0.982,0.372,1805.000,6223.571,3937.433,16,,,,,,,1805.000,2007.000,2040.000,2129.000,2760.000,2747.956,3206.281,3881.441,3993.425,4503.049,4497.975,4290.669,4447.527,5126.520,5732.208,6223.571,,
CN: Property Price: Residential: Shanxi: Yangquan,China,Yangquan,"Annual, ending ""Dec"" of each year",RMB/sq m,Yangquan Municipal Bureau of Statistics,Active,148356701 (CRKALBR),SR1955014,,,,2005,2020,14/12/2021,,,3011.259,1280852.986,1131.748,0.233,-0.702,0.376,1381.000,5210.240,2912.397,16,,,,,,,1381.000,1397.000,1625.000,2112.000,2527.000,2430.417,2462.815,2706.349,3118.445,3157.435,3641.094,3927.362,4069.892,3916.909,4497.185,5210.240,,
CN: Property Price: Residential: Shanxi: Changzhi,China,Changzhi,"Annual, ending ""Dec"" of each year",RMB/sq m,Changzhi Municipal Bureau of Statistics,Active,148356801 (CRKALBS),SR1955072,,,,2005,2020,14/12/2021,,,3187.772,1233846.181,1110.786,0.161,-1.014,0.348,1620.000,5221.993,3209.160,16,,,,,,,1620.000,1638.000,2150.000,1925.000,2337.000,2448.639,2856.955,3071.280,3347.039,3750.174,3567.575,4046.386,3967.222,4430.461,4626.620,5221.993,,
CN: Property Price: Residential: Shanxi: Jincheng,China,Jincheng,"Annual, ending ""Dec"" of each year",RMB/sq m,Jincheng Municipal Bureau of Statistics,Active,148356901 (CRKALBT),SR1954829,,,,2005,2020,14/12/2021,,,3725.931,1603433.638,1266.268,-0.079,-0.957,0.340,1516.000,5863.223,3876.067,16,,,,,,,1516.000,1977.000,2662.000,2674.000,2641.000,2754.069,3393.430,3641.189,4210.483,4520.091,4110.945,4588.607,4622.971,5085.113,5354.768,5863.223,,
CN: Property Price: Residential: Shanxi: Shuozhou,China,Shuozhou,"Annual, ending ""Dec"" of each year",RMB/sq m,Shuozhou Municipal Bureau of Statistics,Active,148357001 (CRKALBU),SR1955375,,,,2005,2020,14/12/2021,,,2533.113,788780.154,888.133,-0.044,-1.377,0.351,1109.000,3940.437,2538.007,16,,,,,,,1109.000,1430.000,1436.000,1754.000,2064.000,1988.152,1971.890,2210.412,2865.601,3447.320,3513.632,2982.395,3148.023,3125.554,3543.391,3940.437,,
CN: Property Price: Residential: Shanxi: Jinzhong,China,Jinzhong,"Annual, ending ""Dec"" of each year",RMB/sq m,Jinzhong Municipal Bureau of Statistics,Active,148357101 (CRKALBV),SR1954907,,,,2005,2020,14/12/2021,,,3492.077,2555123.695,1598.475,0.274,-1.063,0.458,1385.000,6154.737,3829.530,16,,,,,,,1462.000,1385.000,1713.000,1876.000,2076.000,2348.624,2905.811,3897.778,3783.223,4174.594,4132.698,3875.837,4371.706,5857.808,5858.411,6154.737,,
CN: Property Price: Residential: Shanxi: Yuncheng,China,Yuncheng,"Annual, ending ""Dec"" of each year",RMB/sq m,Yuncheng Municipal Bureau of Statistics,Active,148357201 (CRKALBW),SR1955218,,,,2005,2020,14/12/2021,,,2511.996,968208.636,983.976,0.534,-0.374,0.392,1286.000,4629.565,2533.646,16,,,,,,,1318.000,1286.000,1450.000,1591.000,1742.000,1752.224,2008.697,2403.497,2663.795,2888.827,3000.380,3024.229,3206.848,3364.533,3862.350,4629.565,,
CN: Property Price: Residential: Shanxi: Xinzhou,China,Xinzhou,"Annual, ending ""Dec"" of each year",RMB/sq m,Xinzhou Municipal Bureau of Statistics,Active,148357301 (CRKALBX),SR1954166,,,,2005,2020,14/12/2021,,,2572.778,1135215.441,1065.465,0.668,0.644,0.414,1234.000,5142.030,2655.299,16,,,,,,,1234.000,1326.000,1436.000,1789.000,1261.000,2037.258,2233.525,2427.576,2924.940,2883.022,3032.699,3060.267,3468.850,3408.722,3499.554,5142.030,,
CN: Property Price: Residential: Shanxi: Linfen,China,Linfen,"Annual, ending ""Dec"" of each year",RMB/sq m,Linfen Municipal Bureau of Statistics,Active,148357401 (CRKALBY),SR1954759,,,,2005,2020,14/12/2021,,,3275.637,1383810.673,1176.355,0.118,-1.005,0.359,1325.000,5334.490,3111.523,16,,,,,,,1325.000,1766.000,2146.000,2409.000,2573.000,2381.032,2708.265,2779.753,3443.294,3983.348,3940.655,4128.004,4079.426,4475.168,4937.754,5334.490,,
CN: Property Price: Residential: Shanxi: Lvliang,China,Lvliang,"Annual, ending ""Dec"" of each year",RMB/sq m,Lvliang Municipal Bureau of Statistics,Active,148357501 (CRKALBZ),SR1953733,,,,2005,2020,14/12/2021,,,2710.266,1119959.628,1058.281,0.118,-0.960,0.390,1140.000,4677.425,2689.000,16,,,,,,,1304.000,1140.000,1439.000,1587.000,2108.000,2339.858,2162.718,2431.987,3077.127,3599.263,3258.992,2946.013,3501.002,3815.671,3976.196,4677.425,,
CN: Property Price: Residential: Inner Mongolia: Hohhot,China,Hohhot,"Annual, ending ""Dec"" of each year",RMB/sq m,Hohhot Municipal Bureau of Statistics,Active,148357601 (CRKALCA),SR1953934,,,,1999,2021,16/09/2022,,,4281.760,10171442.013,3189.270,1.090,0.299,0.745,1187.000,11313.903,3649.443,23,1188.000,1187.000,1330.000,1202.000,1277.000,1430.000,1540.780,2175.714,2458.820,2511.000,3248.000,3649.443,3916.384,4798.113,4631.415,5473.664,4945.573,5195.792,5661.607,8251.298,10028.635,11066.330,11313.903,
CN: Property Price: Residential: Inner Mongolia: Baotou,China,Baotou,"Annual, ending ""Dec"" of each year",RMB/sq m,Baotou Municipal Bureau of Statistics,Active,148357701 (CRKALCB),SR1953864,,,,2005,2021,16/09/2022,,,4235.442,2325695.955,1525.023,-0.187,-0.653,0.360,1551.000,6523.748,4359.575,17,,,,,,,1551.000,1691.000,2635.000,2880.000,3218.000,3426.371,3997.875,4292.666,4707.539,5144.559,4359.575,4563.361,4851.436,5382.129,6523.748,6351.035,6427.213,
CN: Property Price: Residential: Inner Mongolia: Wuhai,China,Wuhai,"Annual, ending ""Dec"" of each year",RMB/sq m,Wuhai Municipal Bureau of Statistics,Active,148357801 (CRKALCC),SR1954838,,,,2005,2021,16/09/2022,,,3459.984,1864049.699,1365.302,-0.014,-0.952,0.395,1350.000,5766.633,3616.784,17,,,,,,,1350.000,1519.000,1939.000,1900.000,1988.000,2981.432,3529.957,3844.153,3857.616,5443.696,4987.371,3616.784,4227.600,3346.083,3689.930,4832.478,5766.633,
CN: Property Price: Residential: Inner Mongolia: Chifeng,China,Chifeng,"Annual, ending ""Dec"" of each year",RMB/sq m,Chifeng Municipal Bureau of Statistics,Active,148357901 (CRKALCD),SR1953315,,,,2005,2021,16/09/2022,,,3577.559,2585731.116,1608.021,0.571,-0.088,0.449,1337.000,6825.202,3487.222,17,,,,,,,1337.000,1485.000,1741.000,2186.000,2197.000,2768.898,3079.835,3398.396,3921.372,3964.484,4629.423,4787.730,4749.141,3487.222,3675.361,6825.202,6585.438,
CN: Property Price: Residential: Inner Mongolia: Tongliao,China,Tongliao,"Annual, ending ""Dec"" of each year",RMB/sq m,Tongliao Municipal Bureau of Statistics,Active,148358001 (CRKALCE),SR1955388,,,,2005,2021,16/09/2022,,,2967.397,1800152.691,1341.698,0.150,-1.417,0.452,1211.000,4998.249,3179.980,17,,,,,,,1211.000,1243.000,1404.000,1679.000,1631.000,1945.222,2016.572,2867.831,3188.865,3826.573,3179.980,3518.612,3607.920,4424.874,4854.799,4848.247,4998.249,
CN: Property Price: Residential: Inner Mongolia: Erdos,China,Erdos,"Annual, ending ""Dec"" of each year",RMB/sq m,Erdos Municipal Bureau of Statistics,Active,148358101 (CRKALCF),SR1954122,,,,2005,2021,16/09/2022,,,4078.295,2192155.904,1480.593,0.140,-0.391,0.363,1546.000,6563.471,4053.547,17,,,,,,,1546.000,1776.000,2473.000,2861.000,3408.000,3860.330,4320.278,4034.623,4061.680,4349.879,4192.875,4053.547,3611.156,5773.900,6532.329,5912.938,6563.471,
CN: Property Price: Residential: Inner Mongolia: Hulunbeier,China,Hulunbeier,"Annual, ending ""Dec"" of each year",RMB/sq m,Hulunbeier Municipal Bureau of Statistics,Active,148358201 (CRKALCG),SR1953684,,,,2005,2021,16/09/2022,,,2752.464,705971.040,840.221,-0.024,-0.387,0.305,1315.000,4339.339,2886.575,17,,,,,,,1315.000,1498.000,1671.000,1954.000,2177.000,2399.695,2819.294,2924.308,2886.575,3691.360,2926.000,2853.828,3119.362,2978.993,3292.845,3945.288,4339.339,
CN: Property Price: Residential: Inner Mongolia: Bayannaoer,China,Bayannaoer,"Annual, ending ""Dec"" of each year",RMB/sq m,Bayannaoer Municipal Bureau of Statistics,Active,148358301 (CRKALCH),SR1955599,,,,2005,2021,16/09/2022,,,3098.223,1600954.656,1265.288,-0.048,-1.439,0.408,1215.000,4866.108,2967.043,17,,,,,,,1255.000,1215.000,1777.000,1676.000,2062.000,2238.582,2451.736,2967.043,4593.313,3775.391,3517.552,4095.410,3836.949,2953.153,4674.826,4714.734,4866.108,
CN: Property Price: Residential: Inner Mongolia: Wulanchabu,China,Wulanchabu,"Annual, ending ""Dec"" of each year",RMB/sq m,Wulanchabu Municipal Bureau of Statistics,Active,148358401 (CRKALCI),SR1954563,,,,2005,2021,16/09/2022,,,2595.366,1545893.157,1243.340,0.576,-0.817,0.479,909.000,4751.504,2374.735,17,,,,,,,909.000,1129.000,1427.000,1362.000,1651.000,1690.382,2305.852,2428.064,2371.416,3018.718,2657.829,2374.735,2777.375,4386.271,4751.504,4599.668,4281.408,
CN: Property Price: Residential: Liaoning: Shenyang,China,Shenyang,"Annual, ending ""Dec"" of each year",RMB/sq m,Shenyang Municipal Bureau of Statistics,Active,148358501 (CRKALCJ),SR1953823,,,,1999,2020,24/03/2022,,,5197.416,7005769.978,2646.842,0.951,0.240,0.509,2437.000,11617.210,4652.416,22,2437.000,2549.000,2605.000,2601.000,2753.000,2852.000,3026.640,3184.000,3535.751,3856.000,4196.000,5108.832,5612.102,5989.451,6073.676,6217.133,6415.997,6837.764,7944.248,8680.114,10251.233,11617.210,,
CN: Property Price: Residential: Liaoning: Dalian,China,Dalian,"Annual, ending ""Dec"" of each year",RMB/sq m,Dalian Municipal Bureau of Statistics,Active,148358601 (CRKALCK),SR1954236,,,,1999,2020,24/03/2022,,,6581.921,11803909.766,3435.682,0.352,-0.910,0.522,2199.000,13500.586,6467.060,22,2199.000,2369.000,2679.000,2668.000,2699.000,2973.000,3579.860,4256.417,5417.282,5617.000,6175.000,6759.120,7928.980,7583.967,7859.142,9215.773,8710.856,9118.848,10019.006,11432.552,12040.865,13500.586,,
CN: Property Price: Residential: Liaoning: Anshan,China,Anshan,"Annual, ending ""Dec"" of each year",RMB/sq m,Anshan Municipal Bureau of Statistics,Active,148358701 (CRKALCL),SR1954607,,,,2005,2020,24/03/2022,,,3791.213,894494.826,945.777,-0.322,-0.847,0.249,2113.000,5215.757,3905.042,16,,,,,,,2113.000,2316.000,2727.000,2812.000,3254.000,3570.090,3624.057,3826.483,4187.655,4664.127,4355.090,3983.600,4197.456,4834.889,4978.205,5215.757,,
CN: Property Price: Residential: Liaoning: Fushun,China,Fushun,"Annual, ending ""Dec"" of each year",RMB/sq m,Fushun Municipal Bureau of Statistics,Active,148358801 (CRKALCM),SR1954899,,,,2005,2020,24/03/2022,,,3784.028,1227831.536,1108.076,-0.554,-0.832,0.293,1727.000,5211.546,4081.857,16,,,,,,,1727.000,2086.000,2275.000,2801.000,2995.000,3492.409,3987.144,4069.989,4494.027,5033.176,4093.725,4217.509,4219.334,4735.602,5105.991,5211.546,,
CN: Property Price: Residential: Liaoning: Benxi,China,Benxi,"Annual, ending ""Dec"" of each year",RMB/sq m,Benxi Municipal Bureau of Statistics,Active,148358901 (CRKALCN),SR1954027,,,,2005,2020,24/03/2022,,,3482.858,1379587.894,1174.559,0.155,-0.988,0.337,1846.000,5408.805,3589.627,16,,,,,,,1846.000,1958.000,2270.000,2259.000,2117.000,2919.003,3425.620,3559.316,3619.938,3942.360,3901.311,4224.265,4011.528,4861.230,5408.805,5402.351,,
CN: Property Price: Residential: Liaoning: Dandong,China,Dandong,"Annual, ending ""Dec"" of each year",RMB/sq m,Dandong Municipal Bureau of Statistics,Active,148359001 (CRKALCO),SR1954880,,,,2005,2020,24/03/2022,,,3717.058,1493220.934,1221.974,0.019,-1.154,0.329,1887.000,5836.747,3714.854,16,,,,,,,1887.000,2032.000,2222.000,2502.000,3029.000,2955.290,3239.552,3495.494,3934.215,4680.530,4488.544,4385.366,4521.013,5076.956,5187.225,5836.747,,
CN: Property Price: Residential: Liaoning: Jinzhou,China,Jinzhou,"Annual, ending ""Dec"" of each year",RMB/sq m,Jinzhou Municipal Bureau of Statistics,Active,148359101 (CRKALCP),SR1953371,,,,2005,2020,24/03/2022,,,3407.405,1399390.778,1182.958,0.220,-0.388,0.347,1667.000,5787.666,3405.726,16,,,,,,,1699.000,1667.000,1872.000,2525.000,2556.000,3318.914,3091.781,3086.254,3492.538,4147.962,4203.526,3735.119,3755.219,4611.933,4968.571,5787.666,,
CN: Property Price: Residential: Liaoning: Yingkou,China,Yingkou,"Annual, ending ""Dec"" of each year",RMB/sq m,Yingkou Municipal Bureau of Statistics,Active,148359201 (CRKALCQ),SR1955239,,,,2005,2020,24/03/2022,,,3416.150,1255534.163,1120.506,-0.740,-0.942,0.328,1475.000,4763.089,3966.564,16,,,,,,,1475.000,1544.000,1805.000,2145.000,2662.000,3346.365,3575.330,3960.912,4024.778,4292.175,4190.222,3972.215,3972.391,4261.552,4668.373,4763.089,,
CN: Property Price: Residential: Liaoning: Fuxin,China,Fuxin,"Annual, ending ""Dec"" of each year",RMB/sq m,Fuxin Municipal Bureau of Statistics,Active,148359301 (CRKALCR),SR1955517,,,,2005,2020,24/03/2022,,,2847.117,695649.491,834.056,-0.465,-1.354,0.293,1481.000,3913.209,3084.979,16,,,,,,,1481.000,1495.000,1833.000,2011.000,2219.000,2377.470,2757.514,2793.689,3376.268,3913.209,3623.736,3535.183,3518.631,3508.971,3522.340,3587.864,,
CN: Property Price: Residential: Liaoning: Liaoyang,China,Liaoyang,"Annual, ending ""Dec"" of each year",RMB/sq m,Liaoyang Municipal Bureau of Statistics,Active,148359401 (CRKALCS),SR1953850,,,,2005,2020,24/03/2022,,,3511.813,1072947.624,1035.832,-0.330,-1.167,0.295,1797.000,4986.591,3721.165,16,,,,,,,1797.000,1915.000,2194.000,2575.000,2666.000,3125.392,3357.388,3475.686,3966.645,4419.371,4048.414,4028.990,4271.322,4798.254,4563.951,4986.591,,
CN: Property Price: Residential: Liaoning: Panjin,China,Panjin,"Annual, ending ""Dec"" of each year",RMB/sq m,Panjin Municipal Bureau of Statistics,Active,148359501 (CRKALCT),SR1955032,,,,2005,2020,24/03/2022,,,3357.576,787451.941,887.385,-1.025,0.050,0.264,1695.000,4533.493,3570.770,16,,,,,,,1695.000,1780.000,1764.000,2937.000,3227.000,3392.067,3531.032,3773.246,3903.247,4252.757,4015.846,3481.258,3610.508,3837.219,3987.546,4533.493,,
CN: Property Price: Residential: Liaoning: Tieling,China,Tieling,"Annual, ending ""Dec"" of each year",RMB/sq m,Tieling Municipal Bureau of Statistics,Active,148359601 (CRKALCU),SR1954726,,,,2005,2020,24/03/2022,,,3015.556,1054402.244,1026.841,-0.366,-1.325,0.341,1295.000,4343.826,3324.335,16,,,,,,,1295.000,1519.000,1788.000,1934.000,2063.000,2665.862,2727.463,3163.645,3485.025,4188.295,3734.833,3642.128,3723.748,3719.399,4255.679,4343.826,,
CN: Property Price: Residential: Liaoning: Chaoyang,China,Chaoyang,"Annual, ending ""Dec"" of each year",RMB/sq m,Chaoyang Municipal Bureau of Statistics,Active,148359701 (CRKALCV),SR1954025,,,,2005,2020,24/03/2022,,,2645.875,993205.213,996.597,0.122,-1.097,0.377,1213.000,4469.214,2695.923,16,,,,,,,1213.000,1379.000,1476.000,1642.000,1728.000,2122.043,2268.504,2497.689,2894.156,3374.175,3330.500,3462.661,3091.325,3429.189,3956.544,4469.214,,
CN: Property Price: Residential: Liaoning: Huludao,China,Huludao,"Annual, ending ""Dec"" of each year",RMB/sq m,Huludao Municipal Bureau of Statistics,Active,148359801 (CRKALCW),SR1955360,,,,2005,2020,24/03/2022,,,3686.424,1964540.126,1401.621,-0.150,-0.897,0.380,1345.000,6092.012,4058.374,16,,,,,,,1345.000,1623.000,2034.000,2390.000,2586.000,3350.618,3110.795,4061.140,4384.086,4055.607,4277.081,4284.624,4815.154,6092.012,5350.844,5222.820,,
CN: Property Price: Residential: Jilin: Changchun,China,Changchun,"Annual, ending ""Dec"" of each year",RMB/sq m,Changchun Municipal Bureau of Statistics,Active,148359901 (CRKALCX),SR1955571,,,,1999,2020,04/03/2022,,,4538.519,5648095.757,2376.572,0.400,-1.098,0.524,1725.000,8905.181,4554.461,22,1818.000,1725.000,2196.000,2064.000,1973.000,2119.000,2271.700,2408.028,3118.302,3344.000,4012.000,5096.922,5968.654,5273.349,5728.525,5846.760,6327.788,6017.655,6810.680,8091.846,8731.028,8905.181,,
CN: Property Price: Residential: Jilin: Jilin,China,Jilin,"Annual, ending ""Dec"" of each year",RMB/sq m,Jilin Municipal Bureau of Statistics,Active,148360001 (CRKALCY),SR1954163,,,,2005,2020,22/02/2022,,,3753.611,2388345.723,1545.427,0.137,-0.878,0.412,1477.000,6419.513,3851.269,16,,,,,,,1477.000,1570.000,1939.000,2192.000,2634.000,3114.909,3870.805,3517.535,3831.732,3951.732,4515.025,4478.325,4768.517,5943.192,6419.513,5834.487,,
CN: Property Price: Residential: Jilin: Siping,China,Siping,"Annual, ending ""Dec"" of each year",RMB/sq m,Siping Municipal Bureau of Statistics,Active,148360101 (CRKALCZ),SR1953994,,,,2005,2020,22/02/2022,,,2719.796,1218207.002,1103.724,-0.027,-1.314,0.406,1096.000,4466.363,2848.323,16,,,,,,,1221.000,1096.000,1345.000,1618.000,1825.000,2141.839,2266.702,2659.562,3037.084,3941.052,3598.746,3530.293,3248.451,3300.746,4220.895,4466.363,,
