Province,Country,Region,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Nanjing",China,Nanjing,"Annual, ending ""Dec"" of each year",RMB bn,Nanjing Municipal Bureau of Statistics,Active,446939907 (CAATMR),SR136769277,,,,2000,2021,21/02/2023,,,16.986,93.910,9.691,0.316,-1.506,0.571,5.501,32.655,15.328,22,,5.501,5.900,6.240,6.936,7.456,7.722,8.203,8.644,9.532,12.918,14.228,16.428,18.506,20.464,22.461,24.373,26.498,27.665,28.841,30.724,31.790,32.655,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Wuxi",China,Wuxi,"Annual, ending ""Dec"" of each year",RMB bn,Wuxi Municipal Bureau of Statistics,Active,446939917 (CAATMS),SR136769287,,,,2014,2021,21/02/2023,,,15.186,0.356,0.596,-0.634,-1.075,0.039,14.238,15.839,15.474,7,,,,,,,,,,,,,,,,15.696,15.839,15.474,15.491,14.238,,14.630,14.934,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Xuzhou",China,Xuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Xuzhou Municipal Bureau of Statistics,Active,446939927 (CAATMT),SR136769297,,,,2008,2021,21/02/2023,,,50.372,364.954,19.104,0.009,-1.388,0.379,23.000,78.370,50.699,14,,,,,,,,,,23.000,24.990,28.282,33.454,38.246,43.238,48.987,52.410,56.319,62.503,68.047,71.784,75.580,78.370,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Changzhou",China,Changzhou,"Annual, ending ""Dec"" of each year",RMB bn,Changzhou Municipal Bureau of Statistics,Active,446939937 (CAATMU),SR136769307,,,,2013,2021,21/02/2023,,,16.300,2.346,1.532,-0.366,-0.684,0.094,13.812,18.279,16.574,8,,,,,,,,,,,,,,,13.812,14.737,15.597,16.303,16.844,16.870,,17.960,18.279,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Suzhou",China,Suzhou,"Annual, ending ""Dec"" of each year",RMB bn,Suzhou Municipal Bureau of Statistics,Active,446939947 (CAATMV),SR136769317,,,,2014,2021,17/01/2023,,,23.370,1.339,1.157,-0.030,-1.960,0.050,21.796,24.755,23.396,8,,,,,,,,,,,,,,,,22.791,24.122,24.702,24.755,24.001,22.370,22.420,21.796,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Nantong",China,Nantong,"Annual, ending ""Dec"" of each year",RMB bn,Nantong Municipal Bureau of Statistics,Active,446939957 (CAATMW),SR136769327,,,,2014,2021,21/02/2023,,,44.355,38.741,6.224,0.457,-1.135,0.140,36.711,54.163,43.065,8,,,,,,,,,,,,,,,,36.711,38.558,40.108,42.109,44.020,48.004,51.170,54.163,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Lianyungang",China,Lianyungang,"Annual, ending ""Dec"" of each year",RMB bn,Lianyungang Municipal Bureau of Statistics,Active,446939967 (CAATMX),SR136769337,,,,2006,2021,21/02/2023,,,26.280,118.322,10.878,-0.009,-1.157,0.414,9.626,43.245,26.834,16,,,,,,,,9.626,10.529,14.230,15.446,18.260,20.411,23.240,25.917,27.751,29.968,32.108,33.591,35.065,39.280,41.820,43.245,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Huaian",China,Huaian,"Annual, ending ""Dec"" of each year",RMB bn,Huaian Municipal Bureau of Statistics,Active,446939977 (CAATMY),SR136769347,,,,2013,2021,21/02/2023,,,35.451,34.973,5.914,0.203,-1.232,0.167,27.258,44.170,34.626,9,,,,,,,,,,,,,,,27.258,29.220,31.339,33.091,34.626,36.610,40.102,42.640,44.170,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Yancheng",China,Yancheng,"Annual, ending ""Dec"" of each year",RMB bn,Yancheng Municipal Bureau of Statistics,Active,446939987 (CAATMZ),SR136769357,,,,2009,2021,21/02/2023,,,54.186,171.824,13.108,0.165,-0.442,0.242,33.040,78.340,54.716,13,,,,,,,,,,,33.040,37.421,41.683,45.613,48.918,51.691,54.716,56.586,58.597,60.947,66.262,70.600,78.340,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Yangzhou",China,Yangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Yangzhou Municipal Bureau of Statistics,Active,446939997 (CAATNA),SR136769367,,,,2019,2021,21/02/2023,,,32.464,1.679,1.296,-0.433,,0.040,31.110,33.692,32.590,3,,,,,,,,,,,,,,,,,,,,,31.110,32.590,33.692,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Zhenjiang",China,Zhenjiang,"Annual, ending ""Dec"" of each year",RMB bn,Zhenjiang Municipal Bureau of Statistics,Active,446940007 (CAATNB),SR136769377,,,,2018,2021,21/02/2023,,,16.610,0.754,0.868,0.733,-1.828,0.052,15.870,17.720,16.425,4,,,,,,,,,,,,,,,,,,,,15.870,15.970,16.880,17.720,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Taizhou",China,Taizhou,"Annual, ending ""Dec"" of each year",RMB bn,Taizhou Municipal Bureau of Statistics,Active,446940017 (CAATNC),SR136769387,,,,2004,2021,21/02/2023,,,19.114,68.104,8.252,0.266,-1.182,0.432,8.499,33.184,19.175,17,,,,,,8.499,8.989,9.500,10.293,10.926,13.370,15.165,17.511,19.175,20.590,21.708,22.732,24.899,27.365,29.037,,32.000,33.184,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangsu: Suqian",China,Suqian,"Annual, ending ""Dec"" of each year",RMB bn,Suqian Municipal Bureau of Statistics,Active,446940027 (CAATND),SR136769397,,,,2005,2021,21/02/2023,,,23.216,76.711,8.758,-0.072,-1.183,0.377,9.965,36.805,23.500,17,,,,,,,9.965,10.709,11.931,13.362,15.960,18.709,20.972,22.680,23.500,25.165,26.410,28.226,29.992,31.084,33.684,35.520,36.805,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Hangzhou",China,Hangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Hangzhou Municipal Bureau of Statistics,Active,446940037 (CAATNE),SR136769407,,,,2014,2021,17/01/2023,,,31.428,4.562,2.136,-0.489,-0.485,0.068,27.833,34.194,31.431,8,,,,,,,,,,,,,,,,27.833,29.240,30.926,31.677,31.184,33.272,33.101,34.194,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Ningbo",China,Ningbo,"Annual, ending ""Dec"" of each year",RMB bn,Ningbo Municipal Bureau of Statistics,Active,446940047 (CAATNF),SR136769417,,,,2002,2022,06/03/2023,,,24.303,86.875,9.321,-0.068,-1.338,0.384,10.571,40.040,26.852,21,,,,10.571,11.223,12.413,13.227,13.934,15.128,16.684,18.354,21.913,25.523,26.852,27.571,27.956,28.903,30.740,31.583,31.707,33.561,35.235,37.250,40.040
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Wenzhou",China,Wenzhou,"Annual, ending ""Dec"" of each year",RMB bn,Wenzhou Municipal Bureau of Statistics,Active,446940057 (CAATNG),SR136769427,,,,2010,2018,30/06/2021,,,12.401,3.326,1.824,-0.196,-1.018,0.147,9.369,14.676,11.989,9,,,,,,,,,,,,9.369,10.788,11.422,11.594,11.989,13.162,14.177,14.676,14.431,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Huzhou",China,Huzhou,"Annual, ending ""Dec"" of each year",RMB bn,Huzhou Municipal Bureau of Statistics,Active,446940077 (CAATNI),SR136769447,,,,2006,2020,31/03/2022,,,11.775,6.804,2.608,-1.064,0.152,0.222,6.559,14.947,12.608,14,,,,,,,,6.559,6.958,,9.026,10.422,11.622,12.265,12.556,12.661,12.925,13.455,13.657,13.576,14.224,14.947,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Shaoxing",China,Shaoxing,"Annual, ending ""Dec"" of each year",RMB bn,Shaoxing Municipal Bureau of Statistics,Active,446940087 (CAATNJ),SR136769457,,,,2005,2018,30/06/2021,,,16.070,19.904,4.461,-0.433,-1.641,0.278,9.306,20.975,17.845,14,,,,,,,9.306,9.735,10.519,11.619,12.446,14.967,17.210,18.480,19.275,19.592,20.067,20.956,20.975,19.839,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Jinhua",China,Jinhua,"Annual, ending ""Dec"" of each year",RMB bn,Jinhua Municipal Bureau of Statistics,Active,446940097 (CAATNK),SR136769467,,,,2014,2020,31/03/2022,,,14.892,0.564,0.751,0.828,0.745,0.050,14.036,16.248,14.972,7,,,,,,,,,,,,,,,,14.202,14.468,15.219,14.972,14.036,15.100,16.248,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Quzhou",China,Quzhou,"Annual, ending ""Dec"" of each year",RMB bn,Quzhou Municipal Bureau of Statistics,Active,446940107 (CAATNL),SR136769477,,,,2013,2018,30/06/2021,,,8.569,0.092,0.303,0.566,-2.003,0.035,8.269,8.968,8.473,6,,,,,,,,,,,,,,,8.326,8.373,8.573,8.968,8.902,8.269,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Zhoushan",China,Zhoushan,"Annual, ending ""Dec"" of each year",RMB bn,Zhoushan Municipal Bureau of Statistics,Active,446940117 (CAATNM),SR136769487,,,,2005,2018,30/06/2021,,,8.354,13.685,3.699,0.392,-1.273,0.443,3.984,14.320,7.955,14,,,,,,,3.984,4.188,4.494,4.971,5.224,6.202,7.604,8.306,9.565,10.138,11.145,12.719,14.101,14.320,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Taizhou",China,Taizhou,"Annual, ending ""Dec"" of each year",RMB bn,Tai zhou Municipal Bureau of Statistics,Active,446940127 (CAATNN),SR136769497,,,,1999,2020,29/03/2022,,,16.591,55.211,7.430,0.447,-1.325,0.448,8.460,29.879,14.407,22,8.841,8.460,8.696,8.917,9.072,9.424,10.264,10.597,11.297,12.183,13.048,15.766,18.513,19.570,20.725,21.061,22.367,24.633,25.867,27.156,28.656,29.879,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Zhejiang: Lishui",China,Lishui,"Annual, ending ""Dec"" of each year",RMB bn,Lishui Municipal Bureau of Statistics,Active,446940137 (CAATNO),SR136769507,,,,2014,2019,30/06/2021,,,9.555,0.216,0.465,-0.149,-1.284,0.049,8.908,10.108,9.551,6,,,,,,,,,,,,,,,,8.908,9.192,9.627,10.018,9.475,10.108,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Anhui: Hefei",China,Hefei,"Annual, ending ""Dec"" of each year",RMB bn,Hefei Municipal Bureau of Statistics,Active,446940147 (CAATNP),SR136769517,,,,2014,2020,24/02/2022,,,28.690,8.580,2.929,1.420,2.135,0.102,25.763,34.000,27.813,6,,,,,,,,,,,,,,,,25.763,26.901,27.653,27.974,,29.850,34.000,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Anhui: Bengbu",China,Bengbu,"Annual, ending ""Dec"" of each year",RMB bn,Bengbu Municipal Bureau of Statistics,Active,446940167 (CAATNR),SR136769537,,,,2015,2018,30/06/2021,,,20.583,0.915,0.957,-1.266,1.169,0.046,19.249,21.394,20.844,4,,,,,,,,,,,,,,,,,19.249,20.548,21.139,21.394,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Anhui: Anqing",China,Anqing,"Annual, ending ""Dec"" of each year",RMB bn,Anqing Municipal Bureau of Statistics,Active,446940217 (CAATNW),SR136769587,,,,2014,2018,30/06/2021,,,1.108,0.266,0.516,-1.951,3.847,0.465,0.337,1.428,1.332,4,,,,,,,,,,,,,,,,1.320,1.345,,1.428,0.337,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Anhui: Chuzhou",China,Chuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Chuzhou Municipal Bureau of Statistics,Active,446940237 (CAATNY),SR136769607,,,,2013,2018,30/06/2021,,,22.655,1.359,1.166,-0.698,-0.378,0.051,20.817,23.982,22.911,6,,,,,,,,,,,,,,,20.817,21.837,22.600,23.222,23.470,23.982,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Fujian: Fuzhou",China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Fuzhou Municipal Bureau of Statistics,Active,446940307 (CAATOF),SR136769677,,,,2000,2018,30/06/2021,,,28.364,174.670,13.216,0.394,-1.369,0.466,13.264,51.104,24.200,17,,13.518,13.264,13.603,14.370,,17.478,17.614,20.424,23.649,24.200,28.273,32.509,36.773,40.005,42.907,44.865,,47.640,51.104,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Fujian: Xiamen",China,Xiamen,"Annual, ending ""Dec"" of each year",RMB bn,Xiamen Municipal Bureau of Statistics,Active,446940317 (CAATOG),SR136769687,,,,2000,2018,30/06/2021,,,3.844,0.383,0.619,0.141,-1.552,0.161,2.980,4.724,3.607,19,,3.383,3.557,3.607,3.048,3.321,3.411,2.980,3.001,3.540,3.393,3.842,4.132,4.255,4.392,4.612,4.665,4.615,4.554,4.724,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Fujian: Putian",China,Putian,"Annual, ending ""Dec"" of each year",RMB bn,Putian Municipal Bureau of Statistics,Active,446940327 (CAATOH),SR136769697,,,,2013,2019,30/06/2021,,,12.447,0.719,0.848,0.255,-1.065,0.068,11.294,13.633,12.432,7,,,,,,,,,,,,,,,11.294,11.851,12.432,13.633,11.919,12.591,13.408,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Fujian: Sanming",China,Sanming,"Annual, ending ""Dec"" of each year",RMB bn,Sanming Municipal Bureau of Statistics,Active,446940337 (CAATOI),SR136769707,,,,2017,2017,30/06/2021,,,25.564,NaN,NaN,,,NaN,25.564,25.564,25.564,1,,,,,,,,,,,,,,,,,,,25.564,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Fujian: Quanzhou",China,Quanzhou,"Annual, ending ""Dec"" of each year",RMB bn,Quanzhou Municipal Bureau of Statistics,Active,446940347 (CAATOJ),SR136769717,,,,2010,2020,11/03/2022,,,17.974,10.143,3.185,0.176,-0.216,0.177,13.218,23.254,17.991,8,,,,,,,,,,,,13.218,15.178,16.057,,17.668,18.313,20.350,19.750,,,23.254,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Nanchang",China,Nanchang,"Annual, ending ""Dec"" of each year",RMB bn,Nanchang Municipal Bureau of Statistics,Active,446940397 (CAATOO),SR136769767,,,,2020,2021,08/12/2022,,,24.396,0.097,0.311,,,0.013,24.176,24.616,24.396,2,,,,,,,,,,,,,,,,,,,,,,24.176,24.616,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Jingdezhen",China,Jingdezhen,"Annual, ending ""Dec"" of each year",RMB bn,Jingdezhen Municipal Bureau of Statistics,Active,446940407 (CAATOP),SR136769777,,,,2020,2021,08/12/2022,,,7.229,0.055,0.235,,,0.032,7.063,7.394,7.229,2,,,,,,,,,,,,,,,,,,,,,,7.063,7.394,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Pingxiang",China,Pingxiang,"Annual, ending ""Dec"" of each year",RMB bn,Pingxiang Municipal Bureau of Statistics,Active,446940417 (CAATOQ),SR136769787,,,,2020,2021,08/12/2022,,,7.821,0.007,0.085,,,0.011,7.760,7.881,7.821,2,,,,,,,,,,,,,,,,,,,,,,7.760,7.881,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Jiujiang",China,Jiujiang,"Annual, ending ""Dec"" of each year",RMB bn,Jiujiang Municipal Bureau of Statistics,Active,446940427 (CAATOR),SR136769797,,,,2020,2021,08/12/2022,,,25.140,2.025,1.423,,,0.057,24.134,26.146,25.140,2,,,,,,,,,,,,,,,,,,,,,,24.134,26.146,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Xinyu",China,Xinyu,"Annual, ending ""Dec"" of each year",RMB bn,Xinyu Municipal Bureau of Statistics,Active,446940437 (CAATOS),SR136769807,,,,2020,2021,08/12/2022,,,7.553,0.038,0.195,,,0.026,7.415,7.691,7.553,2,,,,,,,,,,,,,,,,,,,,,,7.415,7.691,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Yingtan",China,Yingtan,"Annual, ending ""Dec"" of each year",RMB bn,Yingtan Municipal Bureau of Statistics,Active,446940447 (CAATOT),SR136769817,,,,2020,2021,08/12/2022,,,7.634,0.016,0.128,,,0.017,7.544,7.724,7.634,2,,,,,,,,,,,,,,,,,,,,,,7.544,7.724,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Ganzhou",China,Ganzhou,"Annual, ending ""Dec"" of each year",RMB bn,Ganzhou Municipal Bureau of Statistics,Active,446940457 (CAATOU),SR136769827,,,,2020,2021,08/12/2022,,,43.337,1.126,1.061,,,0.024,42.586,44.087,43.337,2,,,,,,,,,,,,,,,,,,,,,,42.586,44.087,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Jian",China,Jian,"Annual, ending ""Dec"" of each year",RMB bn,Jian Municipal Bureau of Statistics,Active,446940467 (CAATOV),SR136769837,,,,2020,2021,08/12/2022,,,26.007,1.247,1.117,,,0.043,25.217,26.796,26.007,2,,,,,,,,,,,,,,,,,,,,,,25.217,26.796,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Yichun",China,Yichun,"Annual, ending ""Dec"" of each year",RMB bn,Yi chun Municipal Bureau of Statistics,Active,446940477 (CAATOW),SR136769847,,,,2020,2021,08/12/2022,,,33.948,0.885,0.941,,,0.028,33.283,34.613,33.948,2,,,,,,,,,,,,,,,,,,,,,,33.283,34.613,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Fuzhou",China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Fu zhou Municipal Bureau of Statistics,Active,446940487 (CAATOX),SR136769857,,,,2020,2021,08/12/2022,,,23.444,0.482,0.695,,,0.030,22.953,23.935,23.444,2,,,,,,,,,,,,,,,,,,,,,,22.953,23.935,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jiangxi: Shangrao",China,Shangrao,"Annual, ending ""Dec"" of each year",RMB bn,Shangrao Municipal Bureau of Statistics,Active,446940497 (CAATOY),SR136769867,,,,2020,2021,08/12/2022,,,31.773,2.566,1.602,,,0.050,30.640,32.906,31.773,2,,,,,,,,,,,,,,,,,,,,,,30.640,32.906,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Jinan",China,Jinan,"Annual, ending ""Dec"" of each year",RMB bn,Jinan Municipal Bureau of Statistics,Active,446940507 (CAATOZ),SR136769877,,,,2004,2021,21/02/2023,,,24.910,87.057,9.330,0.294,-0.924,0.375,12.235,42.792,24.539,16,,,,,,12.235,13.434,14.512,15.030,17.501,18.707,21.517,23.786,25.292,28.471,29.911,31.499,32.824,33.024,,,38.030,42.792,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Qingdao",China,Qingdao,"Annual, ending ""Dec"" of each year",RMB bn,Qingdao Municipal Bureau of Statistics,Active,446940517 (CAATPA),SR136769887,,,,2005,2020,24/02/2022,,,31.953,85.947,9.271,-0.247,-1.375,0.290,17.833,45.321,33.841,16,,,,,,,17.833,18.395,20.359,22.340,23.025,27.699,30.638,32.441,35.241,36.256,37.906,38.784,40.336,41.056,43.621,45.321,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Zibo",China,Zibo,"Annual, ending ""Dec"" of each year",RMB bn,Zibo Municipal Bureau of Statistics,Active,446940527 (CAATPB),SR136769897,,,,2013,2020,03/03/2022,,,15.110,0.767,0.876,-0.003,0.215,0.058,13.779,16.487,15.217,7,,,,,,,,,,,,,,,13.779,14.380,14.871,15.492,15.542,15.217,,16.487,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Dongying",China,Dongying,"Annual, ending ""Dec"" of each year",RMB bn,Dongying Municipal Bureau of Statistics,Active,446940547 (CAATPD),SR136769917,,,,2013,2016,30/06/2021,,,11.461,2.898,1.702,0.026,-5.318,0.149,9.805,13.166,11.436,4,,,,,,,,,,,,,,,9.805,10.202,12.669,13.166,,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Yantai",China,Yantai,"Annual, ending ""Dec"" of each year",RMB bn,Yantai Municipal Bureau of Statistics,Active,446940557 (CAATPE),SR136769927,,,,2002,2020,23/02/2022,,,33.407,194.487,13.946,0.283,-0.874,0.417,14.084,60.983,33.449,17,,,,14.084,14.608,17.911,19.741,21.601,23.903,27.555,28.589,33.449,36.143,37.731,42.099,44.127,45.732,48.792,50.879,,,60.983,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Taian",China,Taian,"Annual, ending ""Dec"" of each year",RMB bn,Taian Municipal Bureau of Statistics,Active,446940587 (CAATPH),SR136769957,,,,2013,2019,30/06/2021,,,28.973,3.553,1.885,-0.445,-0.542,0.065,26.011,31.393,29.231,7,,,,,,,,,,,,,,,26.011,27.139,29.510,28.839,29.231,30.691,31.393,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shandong: Linyi",China,Linyi,"Annual, ending ""Dec"" of each year",RMB bn,Linyi Municipal Bureau of Statistics,Active,446940617 (CAATPK),SR136769987,,,,2015,2019,30/06/2021,,,38.491,7.500,2.739,1.336,2.334,0.071,35.720,42.970,37.900,5,,,,,,,,,,,,,,,,,35.720,37.130,37.900,38.734,42.970,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Henan: Zhengzhou",China,Zhengzhou,"Annual, ending ""Dec"" of each year",RMB bn,Zhengzhou Municipal Bureau of Statistics,Active,446940667 (CAATPP),SR136770037,,,,2010,2021,30/01/2023,,,15.303,3.240,1.800,0.652,0.840,0.118,12.456,19.015,15.153,12,,,,,,,,,,,,12.456,13.166,14.240,14.696,14.952,15.354,15.917,15.489,15.613,14.818,17.916,19.015,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hubei: Wuhan",China,Wuhan,"Annual, ending ""Dec"" of each year",RMB bn,Wuhan Municipal Bureau of Statistics,Active,446940837 (CAATQG),SR136770207,,,,2014,2021,23/02/2023,,,40.804,15.999,4.000,0.035,-0.140,0.098,35.006,47.032,40.971,7,,,,,,,,,,,,,,,,35.006,37.004,40.971,43.238,,39.986,42.394,47.032,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hubei: Shiyan",China,Shiyan,"Annual, ending ""Dec"" of each year",RMB bn,Shiyan Municipal Bureau of Statistics,Active,446940857 (CAATQI),SR136770227,,,,2010,2012,30/06/2021,,,9.864,4.714,2.171,0.356,,0.220,7.784,12.116,9.691,3,,,,,,,,,,,,7.784,9.691,12.116,,,,,,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hubei: Jingmen",China,Jingmen,"Annual, ending ""Dec"" of each year",RMB bn,Jingmen Municipal Bureau of Statistics,Active,446940897 (CAATQM),SR136770267,,,,2010,2018,30/06/2021,,,19.744,9.579,3.095,-0.277,-0.648,0.157,14.510,24.000,19.811,9,,,,,,,,,,,,14.510,16.653,17.869,19.030,19.811,20.691,21.981,23.155,24.000,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hunan: Changsha",China,Changsha,"Annual, ending ""Dec"" of each year",RMB bn,Changsha Municipal Bureau of Statistics,Active,446940957 (CAATQS),SR136770327,,,,2010,2021,16/12/2022,,,33.342,56.476,7.515,0.003,-0.332,0.225,20.201,45.249,33.298,12,,,,,,,,,,,,20.201,24.338,27.231,29.455,31.772,34.831,37.843,32.876,33.721,38.017,44.571,45.249,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hunan: Zhuzhou",China,Zhuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Zhuzhou Municipal Bureau of Statistics,Active,446940967 (CAATQT),SR136770337,,,,2014,2021,16/12/2022,,,21.171,14.031,3.746,0.761,-1.081,0.177,17.032,26.875,19.658,8,,,,,,,,,,,,,,,,17.032,18.332,20.127,18.692,19.189,22.781,26.342,26.875,
